Country,State,Year,Food Grains Allocated (UOM:MT(Metrictonne)),Ration Cards Issued (UOM:Number),Transaction For Ration Cards (UOM:Number),Aadhaar Authenticated Transactions (UOM:Number),Aadhaar Authenticated Transactions (%) (UOM:%(Percentage)),Epos (Electronic Point Of Sale System) Distribution Of Food Grains (UOM:MT(Metrictonne)),Manual Distribution Of Food Grains (UOM:MT(Metrictonne)),Distribution Of Food Grains (UOM:MT(Metrictonne))
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",144959.47,5701697,4736683,4043997,85.38,137652.42,0,137652.42
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",4677.46,172325,45841,0,0,1220.42,3064.04,4284.46
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",4677.46,172296,52784,0,0,1154.87,2777.92,3932.79
India,Kerala,"Calendar Year (Jan - Dec), 2019",85459.89,3606718,3718655,3622691,97.42,79636,104.4,79740.4
India,Gujarat,"Calendar Year (Jan - Dec), 2019",198288.02,6624669,6257201,5300814,84.72,163029.49,0,163029.49
India,Manipur,"Calendar Year (Jan - Dec), 2021",12461.24,539350,409706,12558,3.07,8060.59,1261.93,9322.52
India,Manipur,"Calendar Year (Jan - Dec), 2018",12461.24,548980,0,0,0,0,12461.24,12461.24
India,Mizoram,"Calendar Year (Jan - Dec), 2018",3827.96,146607,0,0,0,0,4119,4119
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020",16857.47,679086,652622,0,0,15198.58,361.23,15559.81
India,Tripura,"Calendar Year (Jan - Dec), 2018",13761.1,588073,467097,467097,100,14091.35,3165.72,17257.07
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",4677.46,177100,8967,0,0,236.78,4379.99,4616.77
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",154148.03,8959249,16598114,16598114,100,144092.57,9.7,144102.27
India,Assam,"Calendar Year (Jan - Dec), 2018",135479.33,5711158,0,0,0,0,188210.84,188210.84
India,Assam,"Calendar Year (Jan - Dec), 2018",135479.33,30906,14521,0,0,315.57,137659.69,137975.26
India,Tripura,"Calendar Year (Jan - Dec), 2019",13761.1,578853,634600,634600,100,12704.86,633.63,13338.49
India,Maharashtra,"Calendar Year (Jan - Dec), 2021",383766,15161023,13895962,13895962,100,341936.27,4.75,341941.02
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018",38927.63261,1630830.811,1101720.653,136532.1567,12.39,25980.53815,11132.63555,37113.1737
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",811798.34,35669120,33745853,33185254,98.34,779123.69,1171.14,780294.84
India,Jharkhand,"Calendar Year (Jan - Dec), 2020",144959.47,5676406,7247184,2366563,32.65,130973.8,0,130973.8
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2021",16857.47,671936,643631,335979,52.2,14261.06,225.47,14486.52
India,Gujarat,"Calendar Year (Jan - Dec), 2018",198288.02,6959469,5787742,4247937,73.4,162006.37,0,162006.37
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",332.7,14525,14301,0,0,242.65,25.34,267.99
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020",16857.47,671428,628959,0,0,14702.38,252.57,14954.94
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",232631,10571898,9005578,9003344,99.98,214666.13,780.5,215446.63
India,Kerala,"Calendar Year (Jan - Dec), 2020",85459.89,3801531,4154095,3930436,94.62,82811.62,94.02,82905.64
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",16857.47,8514,277152,2916,1.05,322.87,1466.27,1789.14
India,Haryana,"Calendar Year (Jan - Dec), 2017",66250,2962828,2375007,2375007,100,53970.88,0,53970.88
India,Nagaland,"Calendar Year (Jan - Dec), 2018",7632.11,284934,0,0,0,0,7632.11,7632.11
India,Kerala,"Calendar Year (Jan - Dec), 2018",85459.89,3534741,3586484,3375895,94.13,80152.62,127.49,80280.11
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2021",332.7,16783,3317,3314,99.91,58.34,0,58.34
India,Tripura,"Calendar Year (Jan - Dec), 2018",13761.1,578348,557950,552379,99,12831.8,807.5,13639.31
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2021",451.98,60183,12929,12929,100,330.78,0,330.78
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",202114.13,11190327,11213395,2529592,22.56,198393.77,0,198393.77
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",154148.03,9515657,8874650,8874650,100,144550.48,2915.37,147465.84
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",332.7,14525,13026,0,0,233.01,0,233.01
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020",451.98,62459,48870,48870,100,1232.38,0,1232.38
India,Odisha,"Calendar Year (Jan - Dec), 2020",179926.06,9261751,9535902,26606,0.28,181971.34,0,181971.34
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020",1380.93,55848,48827,43738,87.55963287,1203.84,0,1203.84
India,Assam,"Calendar Year (Jan - Dec), 2020",135479.33,5795758,0,0,0,0,139627.29,139627.29
India,Sikkim,"Calendar Year (Jan - Dec), 2018",2197.94,94863,2814,2814,100,72.05,2135.26,2207.31
India,Assam,"Calendar Year (Jan - Dec), 2018",135479.33,34431,5942,0,0,99.41,149870.84,149970.24
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",202114.13,10071183,9906993,0,0,191761.1,0,191761.1
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",144959.47,5637091,5061558,4276975,84.5,126994.25,0,126994.25
India,Bihar,"Calendar Year (Jan - Dec), 2019",457821.73,1150110,16808,12053,71.71,511.28,434275.8,434787.09
India,Nagaland,"Calendar Year (Jan - Dec), 2018",7632.11,284934,0,0,0,0,7632.11,7632.11
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",33454.8,1375346,757814,52030,6.87,17677.55,12890.89,30568.43
